,estimated_diameter,name,neo_reference_id,absolute_magnitude_h,is_sentry_object,close_approach_day,close_approach_full,relative_velocity_kmh,miss_distance_lunar,miss_distance_astro,miss_distance_km,estimated_diameter_min,estimated_diameter_max,average_diameter,impact_strength
1851,"{'kilometers': {'estimated_diameter_min': 0.0105816886, 'estimated_diameter_max': 0.023661375}, 'meters': {'estimated_diameter_min': 10.5816885933, 'estimated_diameter_max': 23.6613750114}, 'miles': {'estimated_diameter_min': 0.0065751544, 'estimated_diameter_max': 0.0147024923}, 'feet': {'estimated_diameter_min': 34.7168272045, 'estimated_diameter_max': 77.6291855923}}",(2015 HJ),3715996,27.0,False,2019-05-01,2019-May-01 03:00,41018.9604034068,98.5732609499,0.2534016991,37908354.439740917,10.5816885933,23.6613750114,17.12153180235,702307.4350462649
1852,"{'kilometers': {'estimated_diameter_min': 0.0031956189, 'estimated_diameter_max': 0.007145621}, 'meters': {'estimated_diameter_min': 3.1956188672, 'estimated_diameter_max': 7.1456210173}, 'miles': {'estimated_diameter_min': 0.0019856649, 'estimated_diameter_max': 0.0044400817}, 'feet': {'estimated_diameter_min': 10.4843142043, 'estimated_diameter_max': 23.4436392583}}",(2018 PV24),3827132,29.6,False,2019-05-01,2019-May-01 22:40,23562.5940895574,120.4461164855,0.3096301195,46320006.365045465,3.1956188672,7.1456210173,5.17061994225,121833.21889060747
1853,"{'kilometers': {'estimated_diameter_min': 0.1394938229, 'estimated_diameter_max': 0.3119176705}, 'meters': {'estimated_diameter_min': 139.4938229344, 'estimated_diameter_max': 311.9176705226}, 'miles': {'estimated_diameter_min': 0.0866774163, 'estimated_diameter_max': 0.1938165949}, 'feet': {'estimated_diameter_min': 457.6569140361, 'estimated_diameter_max': 1023.3519701574}}",(2018 VM3),3836090,21.4,False,2019-05-01,2019-May-01 12:55,57665.5812067165,78.93057015,0.20290635,30354357.7694745,139.4938229344,311.9176705226,225.7057467285,13015453.066794904
1854,"{'kilometers': {'estimated_diameter_min': 0.2315021222, 'estimated_diameter_max': 0.5176544822}, 'meters': {'estimated_diameter_min': 231.5021222103, 'estimated_diameter_max': 517.6544821978}, 'miles': {'estimated_diameter_min': 0.1438487052, 'estimated_diameter_max': 0.3216554833}, 'feet': {'estimated_diameter_min': 759.5214226325, 'estimated_diameter_max': 1698.3415313737}}",(2019 GR2),3840809,20.3,False,2019-05-01,2019-May-01 13:32,68080.0441806788,133.3228557141,0.3427322769,51272018.604490203,231.5021222103,517.6544821978,374.57830220405003,25501307.36317538
1855,"{'kilometers': {'estimated_diameter_min': 0.0278326768, 'estimated_diameter_max': 0.0622357573}, 'meters': {'estimated_diameter_min': 27.8326768072, 'estimated_diameter_max': 62.2357573367}, 'miles': {'estimated_diameter_min': 0.0172944182, 'estimated_diameter_max': 0.0386714948}, 'feet': {'estimated_diameter_min': 91.3145593761, 'estimated_diameter_max': 204.1855621004}}",(2019 GW3),3840852,24.9,False,2019-05-01,2019-May-01 06:48,24230.1902148522,31.9526057194,0.0821403746,12288025.081162102,27.8326768072,62.2357573367,45.034217071949996,1091187.6458302927
1856,"{'kilometers': {'estimated_diameter_min': 0.0384197891, 'estimated_diameter_max': 0.0859092601}, 'meters': {'estimated_diameter_min': 38.4197891064, 'estimated_diameter_max': 85.9092601232}, 'miles': {'estimated_diameter_min': 0.0238729428, 'estimated_diameter_max': 0.0533815229}, 'feet': {'estimated_diameter_min': 126.0491808919, 'estimated_diameter_max': 281.8545369825}}",(2019 HK),3841527,24.2,False,2019-05-01,2019-May-01 19:36,46313.318477547,12.6978230743,0.0326422187,4883206.389594169,38.4197891064,85.9092601232,62.1645246148,2879045.426490542
1857,"{'kilometers': {'estimated_diameter_min': 0.0506471459, 'estimated_diameter_max': 0.1132504611}, 'meters': {'estimated_diameter_min': 50.6471458835, 'estimated_diameter_max': 113.2504610618}, 'miles': {'estimated_diameter_min': 0.0314706677, 'estimated_diameter_max': 0.0703705522}, 'feet': {'estimated_diameter_min': 166.1651821003, 'estimated_diameter_max': 371.5566426699}}",(2019 HO3),3841624,23.6,False,2019-05-01,2019-May-01 10:17,67075.321007268,13.6997329525,0.0352178225,5268511.232038075,50.6471458835,113.2504610618,81.94880347265,5496742.2990895165
1858,"{'kilometers': {'estimated_diameter_min': 0.02658, 'estimated_diameter_max': 0.0594346868}, 'meters': {'estimated_diameter_min': 26.58, 'estimated_diameter_max': 59.4346868419}, 'miles': {'estimated_diameter_min': 0.0165160412, 'estimated_diameter_max': 0.0369309908}, 'feet': {'estimated_diameter_min': 87.2047272, 'estimated_diameter_max': 194.9956979785}}",(2019 HW3),3841634,25.0,False,2019-05-01,2019-May-01 22:56,31100.5888246988,15.9128515526,0.0409070734,6119611.048573658,26.58,59.4346868419,43.00734342095,1337553.704177581
1859,"{'kilometers': {'estimated_diameter_min': 0.0060891262, 'estimated_diameter_max': 0.0136157002}, 'meters': {'estimated_diameter_min': 6.0891262211, 'estimated_diameter_max': 13.6157001539}, 'miles': {'estimated_diameter_min': 0.0037836064, 'estimated_diameter_max': 0.0084604012}, 'feet': {'estimated_diameter_min': 19.9774488711, 'estimated_diameter_max': 44.6709336928}}",(2019 JY1),3841722,28.2,False,2019-05-01,2019-May-01 15:00,23670.7961810072,2.9363887508,0.0075485572,1129248.078693164,6.0891262211,13.6157001539,9.8524131875,233214.46445238
1860,"{'kilometers': {'estimated_diameter_min': 0.022108281, 'estimated_diameter_max': 0.0494356193}, 'meters': {'estimated_diameter_min': 22.1082810359, 'estimated_diameter_max': 49.435619262}, 'miles': {'estimated_diameter_min': 0.0137374447, 'estimated_diameter_max': 0.0307178602}, 'feet': {'estimated_diameter_min': 72.5337327539, 'estimated_diameter_max': 162.1903570994}}",(2020 HQ3),54016671,25.4,False,2019-05-01,2019-May-01 09:52,24236.3496174557,53.2351624297,0.1368513173,20472665.574774151,22.1082810359,49.435619262,35.77195014895,866981.4903081487
1861,"{'kilometers': {'estimated_diameter_min': 0.0303777061, 'estimated_diameter_max': 0.0679266159}, 'meters': {'estimated_diameter_min': 30.3777061387, 'estimated_diameter_max': 67.9266159267}, 'miles': {'estimated_diameter_min': 0.0188758256, 'estimated_diameter_max': 0.0422076293}, 'feet': {'estimated_diameter_min': 99.6643934081, 'estimated_diameter_max': 222.8563585969}}",(2020 XE5),54100194,24.71,False,2019-05-01,2019-May-01 09:09,80343.7025566792,190.4452582277,0.4895764993,73239601.497336491,30.3777061387,67.9266159267,49.15216103269999,3949066.606029246
1862,"{'kilometers': {'estimated_diameter_min': 0.5815070396, 'estimated_diameter_max': 1.30028927}, 'meters': {'estimated_diameter_min': 581.5070396458, 'estimated_diameter_max': 1300.2892700427}, 'miles': {'estimated_diameter_min': 0.3613316107, 'estimated_diameter_max': 0.807962044}, 'feet': {'estimated_diameter_min': 1907.8315559515, 'estimated_diameter_max': 4266.0410487267}}",472263 (2014 RP12),2472263,18.3,False,2019-05-02,2019-May-02 22:50,53210.8677069313,101.435128854,0.260758686,39008944.00959882,581.5070396458,1300.2892700427,940.89815484425,50066007.243113145
1863,"{'kilometers': {'estimated_diameter_min': 0.1925550782, 'estimated_diameter_max': 0.4305662442}, 'meters': {'estimated_diameter_min': 192.5550781879, 'estimated_diameter_max': 430.566244241}, 'miles': {'estimated_diameter_min': 0.1196481415, 'estimated_diameter_max': 0.2675413778}, 'feet': {'estimated_diameter_min': 631.7424027221, 'estimated_diameter_max': 1412.6189567557}}",(2009 HX67),3459085,20.7,False,2019-05-02,2019-May-02 12:23,101483.1858194417,135.5643156094,0.3484943846,52134017.643120802,192.5550781879,430.566244241,311.56066121444996,31618168.476054147
1864,"{'kilometers': {'estimated_diameter_min': 0.2210828104, 'estimated_diameter_max': 0.4943561926}, 'meters': {'estimated_diameter_min': 221.0828103591, 'estimated_diameter_max': 494.3561926196}, 'miles': {'estimated_diameter_min': 0.137374447, 'estimated_diameter_max': 0.3071786018}, 'feet': {'estimated_diameter_min': 725.3373275385, 'estimated_diameter_max': 1621.9035709942}}",(2012 CP2),3597510,20.4,False,2019-05-02,2019-May-02 10:00,29428.2522542827,73.9368594775,0.1900690475,28433924.658928825,221.0828103591,494.3561926196,357.71950148935,10527059.726104848
1865,"{'kilometers': {'estimated_diameter_min': 0.040230458, 'estimated_diameter_max': 0.0899580388}, 'meters': {'estimated_diameter_min': 40.2304579834, 'estimated_diameter_max': 89.9580388169}, 'miles': {'estimated_diameter_min': 0.0249980399, 'estimated_diameter_max': 0.0558973165}, 'feet': {'estimated_diameter_min': 131.9896957704, 'estimated_diameter_max': 295.1379320721}}",(2012 HQ2),3602742,24.1,False,2019-05-02,2019-May-02 16:40,47956.741367063,117.613615514,0.302348626,45230710.44702662,40.2304579834,89.9580388169,65.09424840015001,3121708.0350093483
1866,"{'kilometers': {'estimated_diameter_min': 0.0076657557, 'estimated_diameter_max': 0.0171411509}, 'meters': {'estimated_diameter_min': 7.6657557353, 'estimated_diameter_max': 17.1411509231}, 'miles': {'estimated_diameter_min': 0.0047632783, 'estimated_diameter_max': 0.0106510141}, 'feet': {'estimated_diameter_min': 25.1501180466, 'estimated_diameter_max': 56.2373735944}}",(2015 VH65),3733933,27.7,False,2019-05-02,2019-May-02 12:21,47336.2473682105,132.2537766224,0.3399840016,50860882.473436592,7.6657557353,17.1411509231,12.4034533292,587132.9350110652
1867,"{'kilometers': {'estimated_diameter_min': 0.0278326768, 'estimated_diameter_max': 0.0622357573}, 'meters': {'estimated_diameter_min': 27.8326768072, 'estimated_diameter_max': 62.2357573367}, 'miles': {'estimated_diameter_min': 0.0172944182, 'estimated_diameter_max': 0.0386714948}, 'feet': {'estimated_diameter_min': 91.3145593761, 'estimated_diameter_max': 204.1855621004}}",(2016 JV),3752730,24.9,False,2019-05-02,2019-May-02 16:26,69666.9501658705,159.6690470528,0.4104602752,61403982.889533824,27.8326768072,62.2357573367,45.034217071949996,3137396.5565105346
1868,"{'kilometers': {'estimated_diameter_min': 0.022108281, 'estimated_diameter_max': 0.0494356193}, 'meters': {'estimated_diameter_min': 22.1082810359, 'estimated_diameter_max': 49.435619262}, 'miles': {'estimated_diameter_min': 0.0137374447, 'estimated_diameter_max': 0.0307178602}, 'feet': {'estimated_diameter_min': 72.5337327539, 'estimated_diameter_max': 162.1903570994}}",(2016 LO48),3754255,25.4,False,2019-05-02,2019-May-02 16:00,39927.456272507,113.9500353758,0.2929306822,43821806.114766914,22.1082810359,49.435619262,35.77195014895,1428282.9753545013
1869,"{'kilometers': {'estimated_diameter_min': 0.0192555078, 'estimated_diameter_max': 0.0430566244}, 'meters': {'estimated_diameter_min': 19.2555078188, 'estimated_diameter_max': 43.0566244241}, 'miles': {'estimated_diameter_min': 0.0119648141, 'estimated_diameter_max': 0.0267541378}, 'feet': {'estimated_diameter_min': 63.1742402722, 'estimated_diameter_max': 141.2618956756}}",(2017 FT101),3772996,25.7,False,2019-05-02,2019-May-02 16:20,38490.4989905688,164.0376345697,0.4216905773,63084012.163150351,19.2555078188,43.0566244241,31.156066121450003,1199212.531597766
1870,"{'kilometers': {'estimated_diameter_min': 0.0384197891, 'estimated_diameter_max': 0.0859092601}, 'meters': {'estimated_diameter_min': 38.4197891064, 'estimated_diameter_max': 85.9092601232}, 'miles': {'estimated_diameter_min': 0.0238729428, 'estimated_diameter_max': 0.0533815229}, 'feet': {'estimated_diameter_min': 126.0491808919, 'estimated_diameter_max': 281.8545369825}}",(2017 SF2),3781584,24.2,False,2019-05-02,2019-May-02 06:59,52705.9789736742,44.7698361559,0.1150895531,17217152.003011897,38.4197891064,85.9092601232,62.1645246148,3276442.1272561015
1871,"{'kilometers': {'estimated_diameter_min': 0.02658, 'estimated_diameter_max': 0.0594346868}, 'meters': {'estimated_diameter_min': 26.58, 'estimated_diameter_max': 59.4346868419}, 'miles': {'estimated_diameter_min': 0.0165160412, 'estimated_diameter_max': 0.0369309908}, 'feet': {'estimated_diameter_min': 87.2047272, 'estimated_diameter_max': 194.9956979785}}",(2019 GG4),3840864,25.0,False,2019-05-02,2019-May-02 03:44,28437.6206965786,30.293167274,0.077874466,11649854.24098742,26.58,59.4346868419,43.00734342095,1223026.5193724711
1872,"{'kilometers': {'estimated_diameter_min': 0.0133215567, 'estimated_diameter_max': 0.0297879063}, 'meters': {'estimated_diameter_min': 13.3215566698, 'estimated_diameter_max': 29.7879062798}, 'miles': {'estimated_diameter_min': 0.008277629, 'estimated_diameter_max': 0.0185093411}, 'feet': {'estimated_diameter_min': 43.7058959846, 'estimated_diameter_max': 97.7293544391}}",(2019 HM4),3841675,26.5,False,2019-05-02,2019-May-02 08:36,28555.3641642875,8.3646959027,0.0215030743,3216814.113731741,13.3215566698,29.7879062798,21.5547314748,615503.2067263438
1873,"{'kilometers': {'estimated_diameter_min': 0.0253837029, 'estimated_diameter_max': 0.0567596853}, 'meters': {'estimated_diameter_min': 25.3837029364, 'estimated_diameter_max': 56.7596852866}, 'miles': {'estimated_diameter_min': 0.0157726969, 'estimated_diameter_max': 0.0352688224}, 'feet': {'estimated_diameter_min': 83.279867942, 'estimated_diameter_max': 186.2194458756}}",(2019 JD1),3841702,25.1,False,2019-05-02,2019-May-02 05:13,36278.3893572022,22.6410088953,0.0582031077,8707060.939300599,25.3837029364,56.7596852866,41.0716941115,1490014.9105369058
1874,"{'kilometers': {'estimated_diameter_min': 0.0319561887, 'estimated_diameter_max': 0.0714562102}, 'meters': {'estimated_diameter_min': 31.9561886721, 'estimated_diameter_max': 71.4562101727}, 'miles': {'estimated_diameter_min': 0.0198566489, 'estimated_diameter_max': 0.0444008168}, 'feet': {'estimated_diameter_min': 104.8431420431, 'estimated_diameter_max': 234.436392583}}",(2019 JU1),3841718,24.6,False,2019-05-02,2019-May-02 02:38,29095.1420843409,7.436592745,0.019117205,2859893.14835335,31.9561886721,71.4562101727,51.7061994224,1504399.2188359932
1875,"{'kilometers': {'estimated_diameter_min': 0.0699125232, 'estimated_diameter_max': 0.1563291544}, 'meters': {'estimated_diameter_min': 69.9125232246, 'estimated_diameter_max': 156.3291544087}, 'miles': {'estimated_diameter_min': 0.0434416145, 'estimated_diameter_max': 0.097138403}, 'feet': {'estimated_diameter_min': 229.3718026961, 'estimated_diameter_max': 512.8909429502}}",(2019 JV1),3841721,22.9,False,2019-05-02,2019-May-02 11:24,63441.6048189893,9.5286830588,0.0244953292,3664449.073268804,69.9125232246,156.3291544087,113.12083881665,7176567.552998493
1876,"{'kilometers': {'estimated_diameter_min': 0.0040230458, 'estimated_diameter_max': 0.0089958039}, 'meters': {'estimated_diameter_min': 4.0230457983, 'estimated_diameter_max': 8.9958038817}, 'miles': {'estimated_diameter_min': 0.002499804, 'estimated_diameter_max': 0.0055897317}, 'feet': {'estimated_diameter_min': 13.198969577, 'estimated_diameter_max': 29.5137932072}}",(2019 JX1),3841719,29.1,False,2019-05-02,2019-May-02 12:39,52332.3128507965,0.4668235734,0.0012000606,179526.509630922,4.0230457983,8.9958038817,6.50942484,340653.257205626
1877,"{'kilometers': {'estimated_diameter_min': 0.0192555078, 'estimated_diameter_max': 0.0430566244}, 'meters': {'estimated_diameter_min': 19.2555078188, 'estimated_diameter_max': 43.0566244241}, 'miles': {'estimated_diameter_min': 0.0119648141, 'estimated_diameter_max': 0.0267541378}, 'feet': {'estimated_diameter_min': 63.1742402722, 'estimated_diameter_max': 141.2618956756}}",(2019 JE5),3841833,25.7,False,2019-05-02,2019-May-02 18:02,38192.3933456855,12.3585717397,0.0317701073,4752740.381751451,19.2555078188,43.0566244241,31.156066121450003,1189924.7324146046
1878,"{'kilometers': {'estimated_diameter_min': 0.0421264611, 'estimated_diameter_max': 0.0941976306}, 'meters': {'estimated_diameter_min': 42.1264610556, 'estimated_diameter_max': 94.1976305719}, 'miles': {'estimated_diameter_min': 0.0261761612, 'estimated_diameter_max': 0.0585316759}, 'feet': {'estimated_diameter_min': 138.2101784897, 'estimated_diameter_max': 309.0473542854}}",(2019 JU5),3841850,24.0,False,2019-05-02,2019-May-02 05:00,19853.4067915597,9.3997891925,0.0241639825,3614880.312717275,42.1264610556,94.1976305719,68.16204581375,1353248.8232853077
1879,"{'kilometers': {'estimated_diameter_min': 0.0732073989, 'estimated_diameter_max': 0.1636967205}, 'meters': {'estimated_diameter_min': 73.2073989347, 'estimated_diameter_max': 163.696720474}, 'miles': {'estimated_diameter_min': 0.0454889547, 'estimated_diameter_max': 0.1017163949}, 'feet': {'estimated_diameter_min': 240.181762721, 'estimated_diameter_max': 537.0627483999}}",(2019 JC8),3841959,22.8,False,2019-05-02,2019-May-02 16:36,73706.0171911409,27.071143292,0.069591628,10410759.31863236,73.2073989347,163.696720474,118.45205970434999,8730629.54889487
1880,"{'kilometers': {'estimated_diameter_min': 0.1214940408, 'estimated_diameter_max': 0.2716689341}, 'meters': {'estimated_diameter_min': 121.4940407996, 'estimated_diameter_max': 271.6689340891}, 'miles': {'estimated_diameter_min': 0.0754928736, 'estimated_diameter_max': 0.1688071972}, 'feet': {'estimated_diameter_min': 398.6025088171, 'estimated_diameter_max': 891.3023057169}}",(2019 KD7),54050955,21.7,False,2019-05-02,2019-May-02 00:06,39902.6786328792,159.413245243,0.409802687,61305609.09547669,121.4940407996,271.6689340891,196.58148744435,7844127.918665275
1881,"{'kilometers': {'estimated_diameter_min': 0.0305179233, 'estimated_diameter_max': 0.0682401509}, 'meters': {'estimated_diameter_min': 30.5179232594, 'estimated_diameter_max': 68.2401509401}, 'miles': {'estimated_diameter_min': 0.0189629525, 'estimated_diameter_max': 0.0424024508}, 'feet': {'estimated_diameter_min': 100.1244233463, 'estimated_diameter_max': 223.8850168104}}",(2020 HF9),54016913,24.7,False,2019-05-02,2019-May-02 16:46,69413.4140276603,69.0319623286,0.1774600574,26547646.597117738,30.5179232594,68.2401509401,49.37903709974999,3427567.5464921445
1882,"{'kilometers': {'estimated_diameter_min': 0.0152951935, 'estimated_diameter_max': 0.0342010925}, 'meters': {'estimated_diameter_min': 15.2951935344, 'estimated_diameter_max': 34.201092472}, 'miles': {'estimated_diameter_min': 0.0095039897, 'estimated_diameter_max': 0.021251567}, 'feet': {'estimated_diameter_min': 50.1810827555, 'estimated_diameter_max': 112.2083122258}}",(2020 WY),54088822,26.2,False,2019-05-02,2019-May-02 23:20,19275.7226510198,54.6882107789,0.1405866601,21031464.901373987,15.2951935344,34.201092472,24.7481430032,477038.34065745946
1883,"{'kilometers': {'estimated_diameter_min': 0.0139493823, 'estimated_diameter_max': 0.0311917671}, 'meters': {'estimated_diameter_min': 13.9493822934, 'estimated_diameter_max': 31.1917670523}, 'miles': {'estimated_diameter_min': 0.0086677416, 'estimated_diameter_max': 0.0193816595}, 'feet': {'estimated_diameter_min': 45.7656914036, 'estimated_diameter_max': 102.3351970157}}",(2001 GP2),3076774,26.4,False,2019-05-03,2019-May-03 16:57,28286.0929834496,70.6218303802,0.1815471218,27159062.725910566,13.9493822934,31.1917670523,22.57057467285,638433.3738861276
1884,"{'kilometers': {'estimated_diameter_min': 0.046190746, 'estimated_diameter_max': 0.1032856481}, 'meters': {'estimated_diameter_min': 46.1907460282, 'estimated_diameter_max': 103.2856480504}, 'miles': {'estimated_diameter_min': 0.0287015901, 'estimated_diameter_max': 0.0641787064}, 'feet': {'estimated_diameter_min': 151.544447199, 'estimated_diameter_max': 338.8636855496}}",(2001 KM20),3077026,23.8,False,2019-05-03,2019-May-03 07:49,10589.3110986505,88.1421929627,0.2265866143,33896874.869791541,46.1907460282,103.2856480504,74.7381970393,791426.0194013874
1885,"{'kilometers': {'estimated_diameter_min': 0.046190746, 'estimated_diameter_max': 0.1032856481}, 'meters': {'estimated_diameter_min': 46.1907460282, 'estimated_diameter_max': 103.2856480504}, 'miles': {'estimated_diameter_min': 0.0287015901, 'estimated_diameter_max': 0.0641787064}, 'feet': {'estimated_diameter_min': 151.544447199, 'estimated_diameter_max': 338.8636855496}}",(2007 FJ1),3371672,23.8,False,2019-05-03,2019-May-03 23:40,56344.452403689,168.7201619692,0.4337279228,64884773.410404436,46.1907460282,103.2856480504,74.7381970393,4211082.785818369
1886,"{'kilometers': {'estimated_diameter_min': 0.0692715614, 'estimated_diameter_max': 0.1548959201}, 'meters': {'estimated_diameter_min': 69.271561359, 'estimated_diameter_max': 154.8959201062}, 'miles': {'estimated_diameter_min': 0.0430433394, 'estimated_diameter_max': 0.0962478328}, 'feet': {'estimated_diameter_min': 227.268909369, 'estimated_diameter_max': 508.1887305212}}",(2011 GO65),3563424,22.92,False,2019-05-03,2019-May-03 02:17,25000.65070726,93.6617499841,0.2407757069,36019532.899984303,69.271561359,154.8959201062,112.0837407326,2802166.452018823
1887,"{'kilometers': {'estimated_diameter_min': 0.1058168859, 'estimated_diameter_max': 0.2366137501}, 'meters': {'estimated_diameter_min': 105.8168859331, 'estimated_diameter_max': 236.6137501138}, 'miles': {'estimated_diameter_min': 0.0657515442, 'estimated_diameter_max': 0.1470249225}, 'feet': {'estimated_diameter_min': 347.1682720448, 'estimated_diameter_max': 776.2918559233}}",(2015 BE513),3709252,22.0,False,2019-05-03,2019-May-03 22:35,53938.4158411351,56.3603083735,0.1448851115,21674504.075112505,105.8168859331,236.6137501138,171.21531802344998,9235083.021921039
1888,"{'kilometers': {'estimated_diameter_min': 0.2658, 'estimated_diameter_max': 0.5943468684}, 'meters': {'estimated_diameter_min': 265.8, 'estimated_diameter_max': 594.3468684194}, 'miles': {'estimated_diameter_min': 0.1651604118, 'estimated_diameter_max': 0.369309908}, 'feet': {'estimated_diameter_min': 872.047272, 'estimated_diameter_max': 1949.9569797852}}",(2015 YT10),3739082,20.0,False,2019-05-03,2019-May-03 23:53,128666.4711468736,159.2496451468,0.4093821212,61242693.347601844,265.8,594.3468684194,430.07343420970005,55336031.11377922
1889,"{'kilometers': {'estimated_diameter_min': 0.1925550782, 'estimated_diameter_max': 0.4305662442}, 'meters': {'estimated_diameter_min': 192.5550781879, 'estimated_diameter_max': 430.566244241}, 'miles': {'estimated_diameter_min': 0.1196481415, 'estimated_diameter_max': 0.2675413778}, 'feet': {'estimated_diameter_min': 631.7424027221, 'estimated_diameter_max': 1412.6189567557}}",(2016 HJ19),3752571,20.7,False,2019-05-03,2019-May-03 16:08,63643.4232363407,113.3186477253,0.2913075777,43578993.138779499,192.5550781879,430.566244241,311.56066121444996,19828787.0254654
1890,"{'kilometers': {'estimated_diameter_min': 0.04411182, 'estimated_diameter_max': 0.0986370281}, 'meters': {'estimated_diameter_min': 44.1118199997, 'estimated_diameter_max': 98.6370281305}, 'miles': {'estimated_diameter_min': 0.0274098057, 'estimated_diameter_max': 0.0612901888}, 'feet': {'estimated_diameter_min': 144.7238235278, 'estimated_diameter_max': 323.6123073718}}",(2016 LX8),3753786,23.9,False,2019-05-03,2019-May-03 17:47,29516.1286721187,28.427337721,0.073077989,10932311.49828343,44.1118199997,98.6370281305,71.3744240651,2106696.684603857
1891,"{'kilometers': {'estimated_diameter_min': 0.0183888672, 'estimated_diameter_max': 0.0411187571}, 'meters': {'estimated_diameter_min': 18.388867207, 'estimated_diameter_max': 41.1187571041}, 'miles': {'estimated_diameter_min': 0.0114263088, 'estimated_diameter_max': 0.0255500032}, 'feet': {'estimated_diameter_min': 60.3309310875, 'estimated_diameter_max': 134.9040630575}}",(2016 VN1),3763279,25.8,False,2019-05-03,2019-May-03 05:11,60051.694388863,83.4972918605,0.2146459945,32110583.581231715,18.388867207,41.1187571041,29.75381215555,1786766.8344687256
1892,"{'kilometers': {'estimated_diameter_min': 0.0921626549, 'estimated_diameter_max': 0.2060819612}, 'meters': {'estimated_diameter_min': 92.1626548503, 'estimated_diameter_max': 206.0819612321}, 'miles': {'estimated_diameter_min': 0.057267201, 'estimated_diameter_max': 0.1280533543}, 'feet': {'estimated_diameter_min': 302.370924539, 'estimated_diameter_max': 676.1219416887}}",(2017 HT3),3774097,22.3,False,2019-05-03,2019-May-03 09:26,65434.6926399337,56.5306634547,0.1453230423,21740017.589999901,92.1626548503,206.0819612321,149.1223080412,9757772.392433437
1893,"{'kilometers': {'estimated_diameter_min': 0.0116025908, 'estimated_diameter_max': 0.0259441818}, 'meters': {'estimated_diameter_min': 11.6025908209, 'estimated_diameter_max': 25.9441817907}, 'miles': {'estimated_diameter_min': 0.0072095135, 'estimated_diameter_max': 0.0161209622}, 'feet': {'estimated_diameter_min': 38.066244069, 'estimated_diameter_max': 85.1187093863}}",(2018 VP7),3836198,26.8,False,2019-05-03,2019-May-03 05:56,17704.3110523348,113.1738594746,0.2909353714,43523311.869098918,11.6025908209,25.9441817907,18.7733863058,332369.8706635257
1894,"{'kilometers': {'estimated_diameter_min': 0.0192555078, 'estimated_diameter_max': 0.0430566244}, 'meters': {'estimated_diameter_min': 19.2555078188, 'estimated_diameter_max': 43.0566244241}, 'miles': {'estimated_diameter_min': 0.0119648141, 'estimated_diameter_max': 0.0267541378}, 'feet': {'estimated_diameter_min': 63.1742402722, 'estimated_diameter_max': 141.2618956756}}",(2018 XC),3836709,25.7,False,2019-05-03,2019-May-03 17:23,72405.374033803,183.6575962163,0.4721274967,70629267.874752029,19.2555078188,43.0566244241,31.156066121450003,2255866.6209454853
1895,"{'kilometers': {'estimated_diameter_min': 0.2424124811, 'estimated_diameter_max': 0.5420507863}, 'meters': {'estimated_diameter_min': 242.4124811008, 'estimated_diameter_max': 542.0507863358}, 'miles': {'estimated_diameter_min': 0.1506280858, 'estimated_diameter_max': 0.3368146392}, 'feet': {'estimated_diameter_min': 795.3165644948, 'estimated_diameter_max': 1778.3819018419}}",(2018 XG5),3836920,20.2,False,2019-05-03,2019-May-03 05:11,53884.17747927,25.9492823074,0.0667076666,9979324.836030142,242.4124811008,542.0507863358,392.23163371830003,21135078.964260902
1896,"{'kilometers': {'estimated_diameter_min': 0.0291443905, 'estimated_diameter_max': 0.0651688382}, 'meters': {'estimated_diameter_min': 29.1443904535, 'estimated_diameter_max': 65.1688382168}, 'miles': {'estimated_diameter_min': 0.018109479, 'estimated_diameter_max': 0.0404940262}, 'feet': {'estimated_diameter_min': 95.6180819754, 'estimated_diameter_max': 213.8085311752}}",(2019 GH1),3840787,24.8,False,2019-05-03,2019-May-03 23:10,15529.605260049,38.3707851834,0.0986395506,14756266.667517222,29.1443904535,65.1688382168,47.156614335149996,732323.6060252475
1897,"{'kilometers': {'estimated_diameter_min': 0.0183888672, 'estimated_diameter_max': 0.0411187571}, 'meters': {'estimated_diameter_min': 18.388867207, 'estimated_diameter_max': 41.1187571041}, 'miles': {'estimated_diameter_min': 0.0114263088, 'estimated_diameter_max': 0.0255500032}, 'feet': {'estimated_diameter_min': 60.3309310875, 'estimated_diameter_max': 134.9040630575}}",(2019 HP),3841530,25.8,False,2019-05-03,2019-May-03 15:22,20340.8167911115,9.2799342469,0.0238558721,3568787.653152427,18.388867207,41.1187571041,29.75381215555,605216.841893189
1898,"{'kilometers': {'estimated_diameter_min': 0.063760979, 'estimated_diameter_max': 0.1425738833}, 'meters': {'estimated_diameter_min': 63.7609789875, 'estimated_diameter_max': 142.5738833281}, 'miles': {'estimated_diameter_min': 0.0396192233, 'estimated_diameter_max': 0.0885912765}, 'feet': {'estimated_diameter_min': 209.1895703015, 'estimated_diameter_max': 467.7620993781}}",(2019 HL4),3841678,23.1,False,2019-05-03,2019-May-03 21:49,52501.7302025108,29.1435261267,0.0749190903,11207736.331217661,63.7609789875,142.5738833281,103.16743115780001,5416468.636332923
